Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
h2database,org.h2.value,Value,convertToIntervalYearMonth,Magic Number,The method contains a magic number: 12,2081
h2database,org.h2.value,Value,convertToIntervalYearMonth,Missing default,The following switch statement is missing a default case: switch (getValueType()) {,2081
h2database,org.h2.value,Value,convertToIntervalDayTime,Complex Method,Cyclomatic complexity of the method is 25,2145
h2database,org.h2.value,Value,convertToIntervalDayTime,Long Statement,The length of the statement "return (ValueInterval)IntervalUtils.parseFormattedInterval(IntervalQualifier.valueOf(targetType - INTERVAL_YEAR)`s).convertTo(targetType);" is 138.,2145
h2database,org.h2.value,Value,convertToIntervalDayTime,Long Statement,The length of the statement "return IntervalUtils.intervalFromAbsolute(IntervalQualifier.valueOf(targetType - INTERVAL_YEAR)`IntervalUtils.intervalToAbsolute((ValueInterval)this));" is 151.,2145
h2database,org.h2.value,Value,convertToIntervalDayTime,Missing default,The following switch statement is missing a default case: switch (getValueType()) {,2145
h2database,org.h2.value,Value,convertToIntervalDayTime,Complex Method,Cyclomatic complexity of the method is 8,2206
h2database,org.h2.value,Value,convertToIntervalDayTime,Long Statement,The length of the statement "return IntervalUtils.intervalFromAbsolute(IntervalQualifier.valueOf(targetType - INTERVAL_YEAR)`bigDecimal.multiply(BigDecimal.valueOf(multiplier)).setScale(0`RoundingMode.HALF_UP).toBigInteger());" is 197.,2206
h2database,org.h2.value,Value,convertToIntervalDayTime,Missing default,The following switch statement is missing a default case: switch (targetType) {,2206
h2database,org.h2.value,Value,convertToJavaObject,Missing default,The following switch statement is missing a default case: switch (getValueType()) {,2231
h2database,org.h2.value,Value,convertToEnum,Complex Method,Cyclomatic complexity of the method is 13,2266
h2database,org.h2.value,Value,convertToEnum,Missing default,The following switch statement is missing a default case: switch (getValueType()) {,2266
h2database,org.h2.value,Value,convertToGeometry,Complex Conditional,The conditional expression type != 0 && result.getTypeAndDimensionSystem() != type || srid != null && result.getSRID() != srid is complex.,2302
h2database,org.h2.value,Value,convertToGeometry,Complex Method,Cyclomatic complexity of the method is 15,2302
h2database,org.h2.value,Value,convertToGeometry,Long Statement,The length of the statement "StringBuilder builder=ExtTypeInfoGeometry.toSQL(new StringBuilder()`result.getTypeAndDimensionSystem()`result.getSRID()).append(" -> ");" is 136.,2302
h2database,org.h2.value,Value,convertToGeometry,Missing default,The following switch statement is missing a default case: switch (getValueType()) {,2302
h2database,org.h2.value,Value,convertToJson,Complex Method,Cyclomatic complexity of the method is 29,2361
h2database,org.h2.value,Value,convertToJson,Missing default,The following switch statement is missing a default case: switch (getValueType()) {,2361
h2database,org.h2.value,Value,convertToUuid,Complex Method,Cyclomatic complexity of the method is 9,2430
h2database,org.h2.value,Value,convertToUuid,Missing default,The following switch statement is missing a default case: switch (getValueType()) {,2430
h2database,org.h2.value,Value,convertToArray,Complex Method,Cyclomatic complexity of the method is 12,2455
h2database,org.h2.value,Value,convertToArray,Missing default,The following switch statement is missing a default case: switch (valueType) {,2455
h2database,org.h2.value,Value,getDataConversionError,Long Statement,The length of the statement "throw DbException.get(ErrorCode.DATA_CONVERSION_ERROR_1`getTypeName(getValueType()) + " to " + targetType.getTraceSQL());" is 121.,2556
h2database,org.h2.value,Value,compareToNotNullable,Complex Conditional,The conditional expression dataType >= BINARY && (leftType == BINARY || rightType == BINARY) is complex.,2610
h2database,org.h2.value,ValueBigint,multiply,Complex Conditional,The conditional expression (Math.abs(x) | Math.abs(y)) >>> 31 != 0 && y != 0 && (result / y != x || x == Long.MIN_VALUE && y == -1) is complex.,116
h2database,org.h2.value,ValueBigint,multiply,Magic Number,The method contains a magic number: 31,116
h2database,org.h2.value,ValueBigint,getBytes,Magic Number,The method contains a magic number: 8,172
h2database,org.h2.value,ValueBigint,hashCode,Magic Number,The method contains a magic number: 32,209
h2database,org.h2.value,ValueBinary,ValueBinary,Magic Number,The method contains a magic number: 41,25
h2database,org.h2.value,ValueBinary,getSQL,Long Statement,The length of the statement "return super.getSQL(builder.append("CAST(")`sqlFlags).append(" AS BINARY(").append(length > 0 ? length : 1).append("))");" is 121.,75
h2database,org.h2.value,ValueBlob,createTemporary,Long Parameter List,The method has 5 parameters. ,83
h2database,org.h2.value,ValueBlob,getString,Magic Number,The method contains a magic number: 3,119
h2database,org.h2.value,ValueBlob,compareTypeSafe,Complex Method,Cyclomatic complexity of the method is 8,169
h2database,org.h2.value,ValueBlob,compare,Complex Method,Cyclomatic complexity of the method is 8,193
h2database,org.h2.value,ValueBlob,compare,Long Statement,The length of the statement "if (IOUtils.readFully(is1`buf1`BLOCK_COMPARISON_SIZE) != BLOCK_COMPARISON_SIZE || IOUtils.readFully(is2`buf2`BLOCK_COMPARISON_SIZE) != BLOCK_COMPARISON_SIZE) {" is 159.,193
h2database,org.h2.value,ValueBlob,compare,Magic Number,The method contains a magic number: 0xFF,193
h2database,org.h2.value,ValueBlob,compare,Magic Number,The method contains a magic number: 0xFF,193
h2database,org.h2.value,ValueBlob,getSQL,Complex Conditional,The conditional expression (sqlFlags & REPLACE_LOBS_FOR_TRACE) != 0 && (!(lobData instanceof LobDataInMemory) || octetLength > SysProperties.MAX_TRACE_DATA_LENGTH) is complex.,234
h2database,org.h2.value,ValueBlob,getSQL,Long Statement,The length of the statement "if ((sqlFlags & REPLACE_LOBS_FOR_TRACE) != 0 && (!(lobData instanceof LobDataInMemory) || octetLength > SysProperties.MAX_TRACE_DATA_LENGTH)) {" is 143.,234
h2database,org.h2.value,ValueBlob,getSQL,Long Statement,The length of the statement "StringUtils.convertBytesToHex(builder`getBytesNoCopy()).append("' AS BINARY LARGE OBJECT(").append(octetLength).append("))");" is 125.,234
h2database,org.h2.value,ValueBytesBase,hashCode,Magic Number,The method contains a magic number: 1_234_570_417,54
h2database,org.h2.value,ValueBytesBase,getMemory,Magic Number,The method contains a magic number: 24,67
h2database,org.h2.value,ValueChar,getSQL,Long Statement,The length of the statement "return StringUtils.quoteStringSQL(builder.append("CAST(")`value).append(" AS CHAR(").append(length > 0 ? length : 1).append("))");" is 130.,31
h2database,org.h2.value,ValueClob,compareTypeSafe,Complex Method,Cyclomatic complexity of the method is 8,212
h2database,org.h2.value,ValueClob,compare,Complex Method,Cyclomatic complexity of the method is 8,235
h2database,org.h2.value,ValueClob,compare,Long Statement,The length of the statement "if (IOUtils.readFully(reader1`buf1`BLOCK_COMPARISON_SIZE) != BLOCK_COMPARISON_SIZE || IOUtils.readFully(reader2`buf2`BLOCK_COMPARISON_SIZE) != BLOCK_COMPARISON_SIZE) {" is 167.,235
h2database,org.h2.value,ValueClob,getSQL,Complex Conditional,The conditional expression (sqlFlags & REPLACE_LOBS_FOR_TRACE) != 0 && (!(lobData instanceof LobDataInMemory) || charLength > SysProperties.MAX_TRACE_DATA_LENGTH) is complex.,276
h2database,org.h2.value,ValueClob,getSQL,Long Statement,The length of the statement "if ((sqlFlags & REPLACE_LOBS_FOR_TRACE) != 0 && (!(lobData instanceof LobDataInMemory) || charLength > SysProperties.MAX_TRACE_DATA_LENGTH)) {" is 142.,276
h2database,org.h2.value,ValueClob,getSQL,Long Statement,The length of the statement "StringUtils.quoteStringSQL(builder.append("CAST(")`getString()).append(" AS CHARACTER LARGE OBJECT(").append(charLength).append("))");" is 134.,276
h2database,org.h2.value,ValueCollectionBase,hashCode,Magic Number,The method contains a magic number: 31,33
h2database,org.h2.value,ValueCollectionBase,compareWithNull,Complex Method,Cyclomatic complexity of the method is 12,46
h2database,org.h2.value,ValueCollectionBase,getMemory,Magic Number,The method contains a magic number: 72,105
h2database,org.h2.value,ValueDate,hashCode,Magic Number,The method contains a magic number: 32,92
h2database,org.h2.value,ValueDecfloat,multiply,Complex Method,Cyclomatic complexity of the method is 22,139
h2database,org.h2.value,ValueDecfloat,divide,Long Statement,The length of the statement "BigDecimal quotient=dividend.divide(divisor`dividend.scale() - dividend.precision() + divisor.precision() - divisor.scale() + quotientPrecision`RoundingMode.HALF_DOWN);" is 168.,213
h2database,org.h2.value,ValueDecfloat,hashCode,Magic Number,The method contains a magic number: 31,313
h2database,org.h2.value,ValueDecfloat,getMemory,Magic Number,The method contains a magic number: 120,331
h2database,org.h2.value,ValueDecfloat,getMemory,Magic Number,The method contains a magic number: 32,331
h2database,org.h2.value,ValueDouble,hashCode,Magic Number,The method contains a magic number: 32,160
h2database,org.h2.value,ValueEnumBase,getMemory,Magic Number,The method contains a magic number: 120,113
h2database,org.h2.value,ValueEnumBase,hashCode,Magic Number,The method contains a magic number: 31,118
h2database,org.h2.value,ValueGeometry,ValueGeometry,Magic Number,The method contains a magic number: 9,55
h2database,org.h2.value,ValueGeometry,ValueGeometry,Magic Number,The method contains a magic number: 5,55
h2database,org.h2.value,ValueGeometry,ValueGeometry,Magic Number,The method contains a magic number: 0xffff,55
h2database,org.h2.value,ValueGeometry,ValueGeometry,Magic Number,The method contains a magic number: 1_000,55
h2database,org.h2.value,ValueGeometry,ValueGeometry,Magic Number,The method contains a magic number: 1_000,55
h2database,org.h2.value,ValueGeometry,fromEnvelope,Long Statement,The length of the statement "return envelope != null ? Value.cache(new ValueGeometry(EWKBUtils.envelope2wkb(envelope)`envelope)) : ValueNull.INSTANCE;" is 121.,127
h2database,org.h2.value,ValueGeometry,getGeometryType,Magic Number,The method contains a magic number: 1_000,166
h2database,org.h2.value,ValueGeometry,getDimensionSystem,Magic Number,The method contains a magic number: 1_000,175
h2database,org.h2.value,ValueGeometry,getMemory,Magic Number,The method contains a magic number: 20,255
h2database,org.h2.value,ValueGeometry,getMemory,Magic Number,The method contains a magic number: 24,255
h2database,org.h2.value,ValueInteger,getBytes,Magic Number,The method contains a magic number: 4,144
h2database,org.h2.value,ValueInterval,getDisplaySize,Complex Method,Cyclomatic complexity of the method is 14,94
h2database,org.h2.value,ValueInterval,getDisplaySize,Magic Number,The method contains a magic number: 17,94
h2database,org.h2.value,ValueInterval,getDisplaySize,Magic Number,The method contains a magic number: 18,94
h2database,org.h2.value,ValueInterval,getDisplaySize,Magic Number,The method contains a magic number: 16,94
h2database,org.h2.value,ValueInterval,getDisplaySize,Magic Number,The method contains a magic number: 19,94
h2database,org.h2.value,ValueInterval,getDisplaySize,Magic Number,The method contains a magic number: 20,94
h2database,org.h2.value,ValueInterval,getDisplaySize,Magic Number,The method contains a magic number: 19,94
h2database,org.h2.value,ValueInterval,getDisplaySize,Magic Number,The method contains a magic number: 29,94
h2database,org.h2.value,ValueInterval,getDisplaySize,Magic Number,The method contains a magic number: 27,94
h2database,org.h2.value,ValueInterval,getDisplaySize,Magic Number,The method contains a magic number: 32,94
h2database,org.h2.value,ValueInterval,getDisplaySize,Magic Number,The method contains a magic number: 36,94
h2database,org.h2.value,ValueInterval,getDisplaySize,Magic Number,The method contains a magic number: 35,94
h2database,org.h2.value,ValueInterval,getDisplaySize,Magic Number,The method contains a magic number: 30,94
h2database,org.h2.value,ValueInterval,getDisplaySize,Magic Number,The method contains a magic number: 34,94
h2database,org.h2.value,ValueInterval,getDisplaySize,Magic Number,The method contains a magic number: 33,94
h2database,org.h2.value,ValueInterval,getDisplaySize,Magic Number,The method contains a magic number: 33,94
h2database,org.h2.value,ValueInterval,getDisplaySize,Magic Number,The method contains a magic number: 32,94
h2database,org.h2.value,ValueInterval,getDisplaySize,Missing default,The following switch statement is missing a default case: switch (type) {,94
h2database,org.h2.value,ValueInterval,getMemory,Magic Number,The method contains a magic number: 48,178
h2database,org.h2.value,ValueInterval,checkPrecision,Magic Number,The method contains a magic number: 10,184
